"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"10551293",10.25,0.211504261502374,0.319494442218098,0.661996684618364,0.507973346453692,0.999999712223997
"10570610",7.125,0.253756771071787,0.383658121125904,0.661413787689673,0.508346986206581,0.999999712223997
"10505438",7.125,0.253756769702991,0.383658120648549,0.661413784944866,0.508346987966354,0.999999712223997
"10564023",7.125,-0.25375635286774,0.383658122139572,-0.661412695898629,0.508347686185133,0.999999712223997
"10338252",2.625,0.415037601869315,0.636168411425169,0.652402091043049,0.514141815763845,0.999999712223997
"10338912",2.625,0.415037601869315,0.636168411425169,0.652402091043049,0.514141815763845,0.999999712223997
"10339757",2.625,0.415037601869315,0.636168411425169,0.652402091043049,0.514141815763845,0.999999712223997
"10342968",2.625,0.415037601869315,0.636168411425169,0.652402091043049,0.514141815763845,0.999999712223997
"10343750",2.625,0.415037601869315,0.636168411425169,0.652402091043049,0.514141815763845,0.999999712223997
"10338807",2.625,-0.415037056401304,0.636168440094647,-0.652401204214966,0.514142387710564,0.999999712223997
"10343678",2.625,-0.415037056401304,0.636168440094647,-0.652401204214966,0.514142387710564,0.999999712223997
"10403990",2.625,-0.415037056401304,0.636168440094647,-0.652401204214966,0.514142387710564,0.999999712223997
"10491484",2.625,-0.415037056401304,0.636168440094647,-0.652401204214966,0.514142387710564,0.999999712223997
"10339543",2.625,-0.415037056401303,0.636168440094647,-0.652401204214965,0.514142387710564,0.999999712223997
"10342982",2.625,-0.415037056401303,0.636168440094647,-0.652401204214965,0.514142387710564,0.999999712223997
"10344199",2.625,-0.415037056401303,0.636168440094647,-0.652401204214965,0.514142387710564,0.999999712223997
"10367481",2.625,-0.415037056401303,0.636168440094647,-0.652401204214965,0.514142387710564,0.999999712223997
"10373608",2.625,-0.415037056401303,0.636168440094647,-0.652401204214965,0.514142387710564,0.999999712223997
"10473572",2.625,-0.415037056401303,0.636168440094647,-0.652401204214965,0.514142387710564,0.999999712223997
"10342463",2.625,-0.415037056401289,0.636168440094649,-0.65240120421494,0.51414238771058,0.999999712223997
"10338256",2.625,-0.415037056401289,0.636168440094649,-0.65240120421494,0.51414238771058,0.999999712223997
"10412207",7.375,0.2451126753666,0.377001975949648,0.65016283999354,0.515587041544813,0.999999712223997
"10467319",7.375,0.2451126753666,0.377001975949648,0.65016283999354,0.515587041544813,0.999999712223997
"10564027",7.375,-0.245112263452895,0.377001976783374,-0.650161745952164,0.515587748160509,0.999999712223997
"10564077",7.375,-0.245112263452895,0.377001976783374,-0.650161745952164,0.515587748160509,0.999999712223997
"10564079",7.375,-0.245112263452895,0.377001976783374,-0.650161745952164,0.515587748160509,0.999999712223997
"10564085",7.375,-0.245112263452895,0.377001976783374,-0.650161745952164,0.515587748160509,0.999999712223997
"10564087",7.375,-0.245112263452895,0.377001976783374,-0.650161745952164,0.515587748160509,0.999999712223997
"10564089",7.375,-0.245112263452895,0.377001976783374,-0.650161745952164,0.515587748160509,0.999999712223997
